test_id	language	trial_set
ivec15-lre_nfurblc	indonesian	prog
ivec15-lre_ngcrfic	cantonese	eval
ivec15-lre_nggtoac	urdu	eval
ivec15-lre_ngirlsc	cantonese	eval
ivec15-lre_ngivvyc	cantonese	prog
ivec15-lre_ngkftwc	out_of_set	eval
ivec15-lre_ngoodsc	armenian	eval
ivec15-lre_ngpkzlc	kurdish	eval
ivec15-lre_ngvmjmc	laotian	prog
ivec15-lre_nhdhedc	romanian	prog
ivec15-lre_nhejglc	punjabi	eval
ivec15-lre_nhhjtjc	out_of_set	prog
ivec15-lre_nhifxic	farsi	eval
ivec15-lre_nhnigkc	amharic	eval
ivec15-lre_nhpgfyc	out_of_set	eval
ivec15-lre_nhsudjc	out_of_set	eval
ivec15-lre_nhvnuic	swahili	eval
ivec15-lre_nhzgnlc	armenian	prog
ivec15-lre_nibztzc	out_of_set	eval
ivec15-lre_nimsqsc	burmese	eval
ivec15-lre_nipauuc	tajik	prog
ivec15-lre_niyaooc	kyryz	eval
ivec15-lre_njdvlpc	out_of_set	prog
ivec15-lre_njfjsnc	hausa	eval
ivec15-lre_njleowc	out_of_set	eval
ivec15-lre_njrljpc	out_of_set	eval
ivec15-lre_njumbfc	farsi	eval
ivec15-lre_njwjblc	portuguese	eval
ivec15-lre_njwqnlc	kazakh	eval
ivec15-lre_nkkzlkc	out_of_set	eval
ivec15-lre_nkldlvc	indonesian	eval
ivec15-lre_nkoomxc	english	prog
ivec15-lre_nkotipc	out_of_set	eval
ivec15-lre_nkrmqxc	punjabi	eval
ivec15-lre_nkxyfic	polish	eval
ivec15-lre_nlcfbec	georgian	eval
ivec15-lre_nldxpwc	dari	prog
ivec15-lre_nleoyjc	amharic	eval
ivec15-lre_nlevagc	bosnian	eval
ivec15-lre_nlfcanc	out_of_set	eval
ivec15-lre_nljymcc	swahili	prog
ivec15-lre_nlliobc	laotian	eval
ivec15-lre_nlnqyrc	arabic	eval
ivec15-lre_nlryejc	out_of_set	eval
ivec15-lre_nlsmydc	english	prog
ivec15-lre_nlvjxuc	shona	prog
ivec15-lre_nlwqyic	english	eval
ivec15-lre_nmeouoc	out_of_set	prog
ivec15-lre_nmerluc	kurdish	eval
ivec15-lre_nmhcvkc	oromo	prog
ivec15-lre_nmmvblc	out_of_set	eval
ivec15-lre_nmplhlc	pashto	eval
ivec15-lre_nmxuwzc	turkish	eval
ivec15-lre_nmyzuxc	armenian	eval
ivec15-lre_nmzyzec	greek	eval
ivec15-lre_nnceizc	thai	eval
ivec15-lre_nndhsfc	farsi	eval
ivec15-lre_nndkcdc	dari	eval
ivec15-lre_nnhyvpc	out_of_set	eval
ivec15-lre_nniebac	out_of_set	prog
ivec15-lre_nnjuocc	greek	eval
ivec15-lre_nnkovlc	out_of_set	eval
ivec15-lre_nnqtyhc	tagalog	eval
ivec15-lre_nnqvrmc	out_of_set	eval
ivec15-lre_nnwghpc	out_of_set	prog
ivec15-lre_nnytjmc	amharic	eval
ivec15-lre_nnywyxc	swahili	prog
ivec15-lre_nnzysnc	dari	prog
ivec15-lre_noalzdc	out_of_set	eval
ivec15-lre_nobdqlc	out_of_set	eval
ivec15-lre_noiwvvc	tagalog	eval
ivec15-lre_nojhwwc	georgian	eval
ivec15-lre_nojwcpc	cantonese	eval
ivec15-lre_nokufsc	out_of_set	eval
ivec15-lre_nolqjvc	czech	eval
ivec15-lre_nomrfdc	tatar	prog
ivec15-lre_noqdeuc	zulu	eval
ivec15-lre_noqfusc	russian	eval
ivec15-lre_novjrsc	out_of_set	prog
ivec15-lre_npanntc	kyryz	eval
ivec15-lre_npfbymc	burmese	prog
ivec15-lre_npfobtc	out_of_set	eval
ivec15-lre_npiitnc	out_of_set	eval
ivec15-lre_npijhjc	burmese	eval
ivec15-lre_npizrqc	bosnian	eval
ivec15-lre_nplemnc	out_of_set	prog
ivec15-lre_npmcemc	out_of_set	eval
ivec15-lre_npoesjc	shona	eval
ivec15-lre_npujxlc	out_of_set	eval
ivec15-lre_npvfdrc	tajik	prog
ivec15-lre_npwoeec	armenian	prog
ivec15-lre_nqcybdc	tibetan	eval
ivec15-lre_nqdddxc	out_of_set	eval
ivec15-lre_nqdzdqc	urdu	eval
ivec15-lre_nqndtuc	out_of_set	eval
ivec15-lre_nqpbkfc	out_of_set	eval
ivec15-lre_nqueivc	farsi	eval
ivec15-lre_nqukauc	out_of_set	prog
ivec15-lre_nqxlqrc	out_of_set	eval
ivec15-lre_nqyfuvc	out_of_set	eval
ivec15-lre_nqyoapc	punjabi	eval
ivec15-lre_nrccfoc	out_of_set	eval
ivec15-lre_nrgbjzc	out_of_set	eval
ivec15-lre_nridojc	out_of_set	prog
ivec15-lre_nrirlkc	out_of_set	prog
ivec15-lre_nrqggjc	khmer	prog
ivec15-lre_nrsxvlc	ukrainian	prog
ivec15-lre_nrthmpc	out_of_set	eval
ivec15-lre_nrumsvc	turkish	prog
ivec15-lre_nrvmhmc	kyryz	prog
ivec15-lre_nsbxszc	hindi	eval
ivec15-lre_nscpumc	out_of_set	eval
ivec15-lre_nsdyjfc	uzbek	eval
ivec15-lre_nsjsqzc	arabic	eval
ivec15-lre_nslzrrc	greek	prog
ivec15-lre_nsmourc	out_of_set	eval
ivec15-lre_nsofrqc	out_of_set	eval
ivec15-lre_nsomsjc	arabic	eval
ivec15-lre_nspuoec	punjabi	eval
ivec15-lre_nsqayuc	russian	eval
ivec15-lre_nsqvpfc	slovak	prog
ivec15-lre_nsrbjyc	out_of_set	eval
ivec15-lre_nsroxyc	amharic	prog
ivec15-lre_nssjdsc	azerbaijani	prog
ivec15-lre_nstlelc	korean	prog
ivec15-lre_nsumpfc	bosnian	eval
ivec15-lre_nswetbc	azerbaijani	eval
ivec15-lre_nswhrtc	hausa	eval
ivec15-lre_nswtocc	armenian	eval
ivec15-lre_nswuegc	out_of_set	eval
ivec15-lre_nszzsxc	out_of_set	eval
ivec15-lre_ntaxuwc	spanish	eval
ivec15-lre_ntddrlc	out_of_set	prog
ivec15-lre_ntdkzmc	out_of_set	prog
ivec15-lre_ntipujc	romanian	prog
ivec15-lre_ntjixoc	punjabi	eval
ivec15-lre_ntoomwc	arabic	prog
ivec15-lre_ntoxmbc	kosovo	eval
ivec15-lre_ntrqrpc	french	prog
ivec15-lre_ntrrzac	kyryz	prog
ivec15-lre_ntwepkc	urdu	eval
ivec15-lre_ntxlovc	cantonese	eval
ivec15-lre_ntywtuc	oromo	eval
ivec15-lre_nudixmc	dari	prog
ivec15-lre_nuffnvc	uzbek	eval
ivec15-lre_nuigwvc	bengali	prog
ivec15-lre_nuincuc	ukrainian	prog
ivec15-lre_nujqvfc	hausa	prog
ivec15-lre_nuolgkc	laotian	prog
ivec15-lre_nuscthc	out_of_set	eval
ivec15-lre_nutcwwc	kosovo	prog
ivec15-lre_nuxyskc	out_of_set	prog
ivec15-lre_nuztbnc	slovak	eval
ivec15-lre_nvahhac	urdu	prog
ivec15-lre_nvaouvc	english	prog
ivec15-lre_nvbesic	out_of_set	eval
ivec15-lre_nvcrquc	urdu	prog
ivec15-lre_nvegwyc	slovak	prog
ivec15-lre_nvhfaqc	burmese	prog
ivec15-lre_nvklerc	korean	prog
ivec15-lre_nvlfolc	out_of_set	eval
ivec15-lre_nvqoldc	out_of_set	eval
ivec15-lre_nvrukkc	amharic	eval
ivec15-lre_nvtwtkc	dari	prog
ivec15-lre_nvxbmjc	tagalog	prog
ivec15-lre_nvxginc	laotian	eval
ivec15-lre_nwgwqhc	bosnian	prog
ivec15-lre_nwgziyc	korean	prog
ivec15-lre_nwhsmic	out_of_set	eval
ivec15-lre_nwiucqc	out_of_set	eval
ivec15-lre_nwjjevc	urdu	prog
ivec15-lre_nwqtzuc	oromo	eval
ivec15-lre_nwsqqgc	out_of_set	eval
ivec15-lre_nwvhjtc	amharic	eval
ivec15-lre_nxbqunc	polish	prog
ivec15-lre_nxcghcc	somali	eval
ivec15-lre_nxciiic	thai	prog
ivec15-lre_nxcixtc	slovak	eval
ivec15-lre_nxcmkvc	hindi	eval
ivec15-lre_nxcocac	kurdish	eval
ivec15-lre_nxcwptc	tajik	eval
ivec15-lre_nxdzxqc	arabic	eval
ivec15-lre_nxgmmtc	out_of_set	prog
ivec15-lre_nxgpigc	out_of_set	prog
ivec15-lre_nxhmhfc	out_of_set	eval
ivec15-lre_nxmwxrc	out_of_set	eval
ivec15-lre_nxnjxoc	out_of_set	eval
ivec15-lre_nxseqrc	russian	prog
ivec15-lre_nxujrkc	farsi	eval
ivec15-lre_nxvlhbc	dari	prog
ivec15-lre_nxyyxbc	mandarin	eval
ivec15-lre_nydddfc	out_of_set	prog
ivec15-lre_nyfgyec	farsi	eval
ivec15-lre_nygjrcc	french	eval
ivec15-lre_nygsaoc	out_of_set	eval
ivec15-lre_nygxaqc	tibetan	eval
ivec15-lre_nyhkugc	kazakh	prog
ivec15-lre_nyiijhc	kurdish	eval
ivec15-lre_nyluffc	korean	eval
ivec15-lre_nynovgc	out_of_set	eval
ivec15-lre_nyqaqac	tatar	eval
ivec15-lre_nyqmzcc	out_of_set	eval
ivec15-lre_nytxgxc	burmese	eval
ivec15-lre_nyvrotc	somali	eval
ivec15-lre_nzamcjc	thai	prog
ivec15-lre_nzbfkec	out_of_set	eval
ivec15-lre_nzdiehc	out_of_set	prog
ivec15-lre_nzdikwc	burmese	prog
ivec15-lre_nzfxgvc	russian	eval
ivec15-lre_nzioanc	arabic	eval
ivec15-lre_nzldrkc	amharic	eval
ivec15-lre_nznyztc	urdu	eval
ivec15-lre_nzorrbc	kazakh	prog
ivec15-lre_nzrvpyc	hausa	eval
ivec15-lre_nzrzeyc	out_of_set	prog
ivec15-lre_nzupcvc	hausa	eval
ivec15-lre_oaenrac	punjabi	eval
ivec15-lre_oaezfjc	spanish	eval
ivec15-lre_oafiqcc	tatar	eval
ivec15-lre_oaifenc	farsi	prog
ivec15-lre_oajwgmc	english	eval
ivec15-lre_oanrytc	english	eval
ivec15-lre_oapxzwc	arabic	prog
ivec15-lre_oapyduc	russian	prog
ivec15-lre_oarxuac	out_of_set	eval
ivec15-lre_oaszibc	georgian	prog
ivec15-lre_oaubrlc	somali	eval
ivec15-lre_oawyvjc	indonesian	eval
ivec15-lre_obesajc	cantonese	eval
ivec15-lre_obhnbnc	out_of_set	prog
ivec15-lre_obicncc	bosnian	prog
ivec15-lre_obmczmc	turkish	prog
ivec15-lre_obpiuxc	creole	eval
ivec15-lre_obpknwc	creole	prog
ivec15-lre_obrfync	urdu	eval
ivec15-lre_obwkcic	kurdish	prog
ivec15-lre_obxcltc	khmer	prog
ivec15-lre_ocbbwjc	burmese	eval
ivec15-lre_ocbjdsc	out_of_set	eval
ivec15-lre_ocdntzc	oromo	eval
ivec15-lre_ocecfhc	punjabi	prog
ivec15-lre_ocfdqjc	laotian	eval
ivec15-lre_ocgwyrc	russian	eval
ivec15-lre_oclacfc	mandarin	eval
ivec15-lre_ocmygtc	out_of_set	prog
ivec15-lre_ocpuzhc	out_of_set	eval
ivec15-lre_oczimoc	shona	prog
ivec15-lre_odecaic	out_of_set	eval
ivec15-lre_odernlc	kyryz	prog
ivec15-lre_odfbdcc	out_of_set	prog
ivec15-lre_odfqeoc	khmer	eval
ivec15-lre_odjjwlc	hausa	eval
ivec15-lre_odjqxvc	bosnian	eval
ivec15-lre_odmsjuc	kazakh	prog
ivec15-lre_odnpgnc	farsi	eval
ivec15-lre_odvehyc	georgian	prog
ivec15-lre_oehokkc	azerbaijani	eval
ivec15-lre_oenimyc	laotian	eval
ivec15-lre_oeqhpoc	out_of_set	eval
ivec15-lre_oertgjc	urdu	eval
ivec15-lre_oewffzc	out_of_set	eval
ivec15-lre_ofjlytc	kazakh	eval
ivec15-lre_ofkwpcc	armenian	eval
ivec15-lre_oflzqkc	creole	eval
ivec15-lre_ofonrec	oromo	eval
ivec15-lre_ofuipqc	tagalog	prog
ivec15-lre_ofwnmuc	urdu	prog
ivec15-lre_ofzjlbc	hindi	eval
ivec15-lre_ofzsoxc	thai	eval
ivec15-lre_ogbowpc	kosovo	eval
ivec15-lre_ogdzmkc	bosnian	prog
ivec15-lre_ogjkwlc	dari	eval
ivec15-lre_ogjvevc	kyryz	prog
ivec15-lre_oglcnjc	out_of_set	prog
ivec15-lre_oglyxwc	uzbek	eval
ivec15-lre_ogmpjfc	japanese	eval
ivec15-lre_ognnslc	bosnian	eval
ivec15-lre_ogwznrc	polish	prog
ivec15-lre_ogxelcc	japanese	eval
ivec15-lre_ogxgpic	oromo	eval
ivec15-lre_ogxjtpc	tagalog	eval
ivec15-lre_ogxwwrc	punjabi	prog
ivec15-lre_ogzffyc	turkish	eval
ivec15-lre_oherjwc	hausa	eval
ivec15-lre_ohhzlmc	bengali	eval
ivec15-lre_ohjfdmc	georgian	eval
ivec15-lre_ohkvafc	armenian	eval
ivec15-lre_ohmboxc	out_of_set	eval
ivec15-lre_ohmjmac	urdu	eval
ivec15-lre_ohoufuc	zulu	eval
ivec15-lre_ohqtcwc	georgian	eval
ivec15-lre_ohtmguc	dari	eval
ivec15-lre_ohtyvoc	kosovo	eval
ivec15-lre_ohvdkmc	turkish	eval
ivec15-lre_ohyfcxc	tajik	eval
ivec15-lre_ohynzvc	out_of_set	eval
ivec15-lre_oiaktdc	english	eval
ivec15-lre_oibkpmc	japanese	eval
ivec15-lre_oiecpic	creole	prog
ivec15-lre_oifzjkc	georgian	eval
ivec15-lre_oigboic	out_of_set	eval
ivec15-lre_oiixhpc	out_of_set	eval
ivec15-lre_oiizlmc	out_of_set	prog
ivec15-lre_oitlytc	hausa	prog
ivec15-lre_oittqfc	farsi	eval
ivec15-lre_oivggwc	georgian	eval
ivec15-lre_oizdyic	hausa	eval
ivec15-lre_ojaioxc	zulu	eval
ivec15-lre_ojczkvc	spanish	eval
ivec15-lre_ojdnkdc	out_of_set	prog
ivec15-lre_ojekmic	farsi	eval
ivec15-lre_ojgsowc	out_of_set	eval
ivec15-lre_ojioymc	tibetan	eval
ivec15-lre_ojmwquc	romanian	eval
ivec15-lre_ojrihyc	out_of_set	prog
ivec15-lre_ojubjdc	burmese	eval
ivec15-lre_ojwjgwc	out_of_set	eval
ivec15-lre_ojykzfc	kosovo	eval
ivec15-lre_ojzrokc	korean	eval
ivec15-lre_okcbzqc	zulu	prog
ivec15-lre_okdbqmc	indonesian	prog
ivec15-lre_okdcllc	out_of_set	prog
ivec15-lre_okehozc	kurdish	prog
ivec15-lre_okfvfoc	cantonese	eval
ivec15-lre_okmphjc	out_of_set	eval
ivec15-lre_okmykic	dari	eval
ivec15-lre_okontqc	out_of_set	prog
ivec15-lre_okphkjc	tatar	prog
ivec15-lre_okstpec	amharic	eval
ivec15-lre_okthbpc	oromo	prog
ivec15-lre_okvownc	somali	eval
ivec15-lre_okyuuic	dari	eval
ivec15-lre_olakahc	out_of_set	eval
ivec15-lre_olcissc	english	prog
ivec15-lre_oldhyec	out_of_set	eval
ivec15-lre_olfegzc	bengali	eval
ivec15-lre_olgcfsc	tibetan	eval
ivec15-lre_oljjcpc	zulu	eval
ivec15-lre_ollrycc	slovak	eval
ivec15-lre_olmmqjc	out_of_set	prog
ivec15-lre_olnhzcc	hausa	eval
ivec15-lre_olotmic	tibetan	eval
ivec15-lre_olotytc	arabic	eval
ivec15-lre_olpvjbc	slovak	eval
ivec15-lre_ombihmc	creole	prog
ivec15-lre_omipcec	out_of_set	prog
ivec15-lre_omkwdyc	dari	prog
ivec15-lre_ommjmmc	kazakh	eval
ivec15-lre_ompbmxc	shona	eval
ivec15-lre_ompgblc	out_of_set	prog
ivec15-lre_omxiexc	spanish	eval
ivec15-lre_onblaqc	dari	eval
ivec15-lre_ondxfrc	pashto	eval
ivec15-lre_onfsndc	korean	eval
ivec15-lre_ongjnbc	tagalog	eval
ivec15-lre_ongjrgc	mandarin	eval
ivec15-lre_onjddnc	zulu	eval
ivec15-lre_onjwrvc	somali	prog
ivec15-lre_onmumqc	russian	eval
ivec15-lre_onnpkbc	zulu	eval
ivec15-lre_onsitsc	hindi	eval
ivec15-lre_onvecuc	tagalog	eval
ivec15-lre_onwnydc	out_of_set	prog
ivec15-lre_onyhpec	farsi	eval
ivec15-lre_ooakvcc	laotian	eval
ivec15-lre_oodexqc	khmer	eval
ivec15-lre_oofdzic	spanish	eval
ivec15-lre_ooiussc	punjabi	eval
ivec15-lre_oordgqc	georgian	eval
ivec15-lre_oorsroc	azerbaijani	prog
ivec15-lre_oowuhxc	amharic	eval
ivec15-lre_opbzycc	laotian	eval
ivec15-lre_opfxrjc	out_of_set	eval
ivec15-lre_opggznc	zulu	eval
ivec15-lre_ophbwcc	out_of_set	prog
ivec15-lre_opkagjc	hindi	eval
ivec15-lre_opnizac	farsi	eval
ivec15-lre_opqmvec	khmer	eval
ivec15-lre_opsihzc	farsi	eval
ivec15-lre_opsvxyc	english	eval
ivec15-lre_opukwhc	spanish	eval
ivec15-lre_opwgsnc	tibetan	eval
ivec15-lre_opwljhc	oromo	prog
ivec15-lre_opxxhnc	armenian	eval
ivec15-lre_opzqiic	hausa	prog
ivec15-lre_opzsjgc	polish	eval
ivec15-lre_oqcjauc	dari	eval
ivec15-lre_oqevtnc	spanish	prog
ivec15-lre_oqhlyec	czech	eval
ivec15-lre_oqkaayc	russian	eval
ivec15-lre_oqlpeec	mandarin	eval
ivec15-lre_oqoxkqc	czech	eval
ivec15-lre_oralhuc	russian	prog
ivec15-lre_ordgrvc	hindi	eval
ivec15-lre_orripyc	kosovo	prog
ivec15-lre_orsyojc	kosovo	eval
ivec15-lre_orugrsc	czech	eval
ivec15-lre_oryftrc	out_of_set	eval
ivec15-lre_oryhajc	georgian	eval
ivec15-lre_osbnqic	kurdish	eval
ivec15-lre_osckboc	russian	prog
ivec15-lre_osevmtc	out_of_set	eval
ivec15-lre_osltblc	bengali	prog
ivec15-lre_osvdovc	tagalog	eval
ivec15-lre_osygmac	ukrainian	prog
ivec15-lre_osyorrc	out_of_set	eval
ivec15-lre_oszcshc	farsi	prog
ivec15-lre_otaoxmc	out_of_set	eval
ivec15-lre_otbqomc	khmer	prog
ivec15-lre_otddyvc	spanish	eval
ivec15-lre_otiawwc	out_of_set	eval
ivec15-lre_otimcxc	oromo	eval
ivec15-lre_otjbkbc	out_of_set	prog
ivec15-lre_otlkfgc	spanish	prog
ivec15-lre_otmvhkc	tagalog	eval
ivec15-lre_otqcidc	tibetan	eval
ivec15-lre_otumysc	kyryz	prog
ivec15-lre_otuonsc	out_of_set	prog
ivec15-lre_oubfebc	russian	eval
ivec15-lre_oucvnwc	dari	eval
ivec15-lre_ouczugc	hausa	eval
ivec15-lre_oueancc	romanian	eval
ivec15-lre_ouecsdc	czech	eval
ivec15-lre_oufoboc	hausa	eval
ivec15-lre_ougfbsc	ukrainian	eval
ivec15-lre_ougqfsc	slovak	prog
ivec15-lre_ougzwqc	hindi	eval
ivec15-lre_ouiqemc	hindi	eval
ivec15-lre_oujhymc	urdu	eval
ivec15-lre_oukjqsc	portuguese	eval
ivec15-lre_oukkqwc	punjabi	eval
ivec15-lre_oukxlcc	slovak	eval
ivec15-lre_oumbihc	somali	eval
ivec15-lre_ouneiuc	romanian	eval
ivec15-lre_oupwfjc	kazakh	eval
ivec15-lre_ouvxawc	tagalog	eval
ivec15-lre_ovagfgc	portuguese	eval
ivec15-lre_ovblvxc	thai	eval
ivec15-lre_ovfvglc	creole	eval
ivec15-lre_ovglrwc	swahili	eval
ivec15-lre_oviacyc	greek	eval
ivec15-lre_ovjmpdc	swahili	eval
ivec15-lre_ovkyldc	out_of_set	eval
ivec15-lre_ovlyvrc	dari	prog
ivec15-lre_ovsblac	dari	eval
ivec15-lre_ovsqooc	kyryz	prog
ivec15-lre_ovtlijc	greek	eval
ivec15-lre_ovvlpjc	swahili	eval
ivec15-lre_owageec	uzbek	prog
ivec15-lre_owcyytc	out_of_set	eval
ivec15-lre_owdqvlc	thai	eval
ivec15-lre_owfwgjc	out_of_set	prog
ivec15-lre_owsjscc	hausa	prog
ivec15-lre_owtkmlc	french	prog
ivec15-lre_owwahgc	polish	eval
ivec15-lre_owxqgvc	tajik	prog
ivec15-lre_owyikuc	slovak	eval
ivec15-lre_oxaaaac	somali	prog
ivec15-lre_oxeeihc	pashto	eval
ivec15-lre_oxhzkgc	thai	prog
ivec15-lre_oxjoxwc	out_of_set	eval
ivec15-lre_oxlgbdc	greek	prog
ivec15-lre_oxnonrc	azerbaijani	prog
ivec15-lre_oxptfqc	kosovo	eval
ivec15-lre_oxrriec	greek	prog
ivec15-lre_oxtmjnc	tajik	prog
ivec15-lre_oxxenuc	georgian	eval
ivec15-lre_oyfayzc	out_of_set	eval
ivec15-lre_oygyzrc	tagalog	eval
ivec15-lre_oyhfrxc	tajik	eval
ivec15-lre_oyhzzrc	bengali	prog
ivec15-lre_oylmoyc	tibetan	eval
ivec15-lre_oypjvyc	romanian	eval
ivec15-lre_oyqtiqc	khmer	eval
ivec15-lre_oyrhmnc	tagalog	eval
ivec15-lre_oyvvvgc	czech	eval
ivec15-lre_oywhfqc	out_of_set	eval
ivec15-lre_oyxcntc	out_of_set	prog
ivec15-lre_ozckfsc	burmese	prog
ivec15-lre_ozcpgbc	azerbaijani	prog
ivec15-lre_ozdibkc	out_of_set	eval
ivec15-lre_ozeeexc	out_of_set	eval
ivec15-lre_ozisqrc	out_of_set	prog
ivec15-lre_ozkutac	tagalog	eval
ivec15-lre_oznnqcc	armenian	eval
ivec15-lre_ozntpjc	mandarin	eval
ivec15-lre_ozpqyec	english	eval
ivec15-lre_ozwjbzc	out_of_set	prog
ivec15-lre_ozxhybc	tatar	prog
ivec15-lre_ozyhvic	out_of_set	eval
ivec15-lre_ozzjlwc	georgian	prog
ivec15-lre_ozzrgec	swahili	eval
ivec15-lre_paavgyc	out_of_set	eval
ivec15-lre_paempnc	out_of_set	eval
ivec15-lre_paimvqc	kazakh	eval
ivec15-lre_pajlouc	cantonese	prog
ivec15-lre_pajnkic	tatar	eval
ivec15-lre_paozqmc	urdu	eval
ivec15-lre_patazwc	out_of_set	eval
ivec15-lre_patuboc	tatar	eval
ivec15-lre_pavstyc	out_of_set	eval
ivec15-lre_payhkpc	khmer	eval
ivec15-lre_paymomc	armenian	eval
ivec15-lre_pbbszec	russian	eval
ivec15-lre_pbfignc	greek	eval
ivec15-lre_pbfjedc	thai	eval
ivec15-lre_pbhlhrc	tagalog	eval
ivec15-lre_pbhxpoc	bosnian	eval
ivec15-lre_pbiohvc	bengali	eval
ivec15-lre_pbnwotc	tatar	eval
ivec15-lre_pbphkqc	indonesian	eval
ivec15-lre_pbrfquc	amharic	prog
ivec15-lre_pbrrrkc	ukrainian	eval
ivec15-lre_pbtxdec	greek	eval
ivec15-lre_pbxzmhc	azerbaijani	prog
ivec15-lre_pcldmec	tibetan	eval
ivec15-lre_pcljicc	dari	prog
ivec15-lre_pcnxaxc	out_of_set	eval
ivec15-lre_pcohwgc	out_of_set	eval
ivec15-lre_pcsqjyc	kyryz	eval
ivec15-lre_pddbroc	czech	prog
ivec15-lre_pdiuarc	spanish	prog
ivec15-lre_pdkmmjc	out_of_set	eval
ivec15-lre_pdnllmc	french	eval
ivec15-lre_pdutkoc	pashto	prog
ivec15-lre_pdxeflc	bengali	prog
ivec15-lre_pdyocrc	hausa	eval
ivec15-lre_pealaac	georgian	eval
ivec15-lre_peauemc	zulu	eval
ivec15-lre_pebhecc	indonesian	eval
ivec15-lre_pedvnic	urdu	eval
ivec15-lre_peepvtc	farsi	eval
ivec15-lre_peixcjc	punjabi	eval
ivec15-lre_pektqoc	kyryz	prog
ivec15-lre_pepxmtc	kurdish	eval
ivec15-lre_peqwcxc	mandarin	eval
ivec15-lre_peraekc	hindi	prog
ivec15-lre_peszitc	armenian	prog
ivec15-lre_pfchlmc	out_of_set	prog
ivec15-lre_pfhhuqc	azerbaijani	eval
ivec15-lre_pfkakzc	oromo	eval
ivec15-lre_pfptogc	russian	eval
ivec15-lre_pfpvfmc	laotian	eval
ivec15-lre_pfrstkc	polish	eval
ivec15-lre_pfuypnc	japanese	prog
ivec15-lre_pgbrrrc	armenian	eval
ivec15-lre_pghbkbc	hausa	eval
ivec15-lre_pgiauoc	burmese	eval
ivec15-lre_pgozhjc	punjabi	eval
ivec15-lre_pgpftic	out_of_set	prog
ivec15-lre_pgwchvc	czech	eval
ivec15-lre_pgwiuac	out_of_set	eval
ivec15-lre_pgyggyc	out_of_set	prog
ivec15-lre_pgynnac	kyryz	eval
ivec15-lre_phbotmc	ukrainian	eval
ivec15-lre_phetayc	azerbaijani	eval
ivec15-lre_phgtegc	arabic	prog
ivec15-lre_phkmlwc	kosovo	prog
ivec15-lre_phkxiac	out_of_set	prog
ivec15-lre_phliyxc	cantonese	eval
ivec15-lre_phmduhc	kazakh	eval
ivec15-lre_phojpdc	out_of_set	eval
ivec15-lre_phoougc	romanian	prog
ivec15-lre_phqyfcc	urdu	eval
ivec15-lre_phvpnzc	punjabi	prog
ivec15-lre_phwuwac	out_of_set	eval
ivec15-lre_phziirc	russian	eval
ivec15-lre_pifqukc	cantonese	eval
ivec15-lre_pigztnc	creole	eval
ivec15-lre_pijdbuc	out_of_set	eval
ivec15-lre_pijqolc	out_of_set	prog
ivec15-lre_piklxpc	out_of_set	eval
ivec15-lre_pimeqmc	japanese	eval
ivec15-lre_pimvnvc	out_of_set	prog
ivec15-lre_pinfxrc	spanish	eval
ivec15-lre_pirdasc	indonesian	prog
ivec15-lre_piritsc	swahili	eval
ivec15-lre_pisiukc	georgian	eval
ivec15-lre_piubfxc	somali	prog
ivec15-lre_piviatc	uzbek	eval
ivec15-lre_pjcyzec	out_of_set	prog
ivec15-lre_pjgjeyc	out_of_set	prog
ivec15-lre_pjiurwc	uzbek	eval
ivec15-lre_pjkaxac	mandarin	prog
ivec15-lre_pjnjfyc	spanish	eval
ivec15-lre_pjnnlcc	hindi	prog
ivec15-lre_pjptloc	armenian	prog
ivec15-lre_pjqeaqc	turkish	prog
ivec15-lre_pjtrbcc	out_of_set	prog
ivec15-lre_pjvjjwc	korean	prog
ivec15-lre_pjzpwic	swahili	prog
ivec15-lre_pkailfc	english	eval
ivec15-lre_pkckoyc	turkish	eval
ivec15-lre_pkeequc	ukrainian	eval
ivec15-lre_pkevtcc	out_of_set	eval
ivec15-lre_pkigdkc	kyryz	prog
ivec15-lre_pkjwfoc	romanian	eval
ivec15-lre_pklrxfc	out_of_set	prog
ivec15-lre_pknukmc	hausa	eval
ivec15-lre_pkrstsc	arabic	eval
ivec15-lre_pkvjotc	pashto	eval
ivec15-lre_pkvkihc	out_of_set	eval
ivec15-lre_pkxvnjc	laotian	eval
ivec15-lre_pleffjc	spanish	eval
ivec15-lre_plffmvc	kosovo	eval
ivec15-lre_plgzzhc	uzbek	eval
ivec15-lre_plhkocc	kazakh	prog
ivec15-lre_pliopac	tagalog	eval
ivec15-lre_plkrcdc	tibetan	eval
ivec15-lre_plpbxac	punjabi	eval
ivec15-lre_plpvtpc	slovak	eval
ivec15-lre_plseanc	azerbaijani	eval
ivec15-lre_plzthlc	slovak	eval
ivec15-lre_pmapkec	out_of_set	eval
ivec15-lre_pmchikc	mandarin	eval
ivec15-lre_pmecxcc	out_of_set	eval
ivec15-lre_pmioekc	out_of_set	eval
ivec15-lre_pmjfogc	out_of_set	prog
ivec15-lre_pmmzflc	english	eval
ivec15-lre_pmnujsc	punjabi	eval
ivec15-lre_pmojpvc	indonesian	eval
ivec15-lre_pmtxtac	tibetan	prog
ivec15-lre_pmymxhc	out_of_set	eval
ivec15-lre_pmzydrc	russian	eval
ivec15-lre_pnawmdc	armenian	eval
ivec15-lre_pnbathc	kyryz	prog
ivec15-lre_pndrugc	polish	eval
ivec15-lre_pnfgfdc	english	eval
